"prov";"comune";"id_sito";"codice_regionale";"codice_provinciale";"cause";"interventi";"coord_x";"coord_y";"data_agg";"stato_procedimento";"longitudine";"latitudine";"esito_coordinate"
"ALESSANDRIA";"TORTONA";"2275";"01-02275";"AL-00191";"";"VERIFICA IN CORSO";"486926,0";"4974203,0";"2026-09-07T00:00:00.000Z";"ATTIVO";"8.8343456";"44.9211359";"OK"
"ALESSANDRIA";"GAVI";"2285";"01-02285";"AL-00196";"";"VERIFICA IN CORSO";"";"";"2026-09-07T00:00:00.000Z";"ATTIVO";"";"";"NULL"
"ALESSANDRIA";"ALESSANDRIA";"2304";"01-02304";"AL-00199";"Presenza di sostanze inquinanti dovuta a cattiva gestione di impianti o strutture";"INTERVENTO NON NECESSARIO A SEGUITO ANALISI DI RISCHIO";"468633,0";"4972228,0";"2026-09-07T00:00:00.000Z";"CONCLUSO";"8.6026902";"44.9027858";"OK"
"ALESSANDRIA";"VIGUZZOLO";"2305";"01-02305";"AL-00200";"Presenza di sostanze inquinanti dovuta a cattiva gestione di impianti o strutture";"VERIFICA IN CORSO";"495324,0";"4972195,0";"2026-09-07T00:00:00.000Z";"CONCLUSO";"8.9407711";"44.9031645";"OK"
"ALESSANDRIA";"SAN SALVATORE MONFERRATO";"2341";"01-02341";"AL-00205";"Presenza di sostanze inquinanti dovuta a cattiva gestione di impianti o strutture";"INTERVENTO NON NECESSARIO A SEGUITO ANALISI DI RISCHIO";"466295,0";"4982655,0";"2026-09-07T00:00:00.000Z";"CONCLUSO";"8.5723803";"44.9965403";"OK"
"ALESSANDRIA";"BASALUZZO";"2380";"01-02380";"AL-00207";"Sversamenti incidentali su suolo e acque";"MESSA IN SICUREZZA OPERATIVA";"479241,0";"4957276,0";"2026-09-07T00:00:00.000Z";"ATTIVO";"8.7376659";"44.7685749";"OK"
"ASTI";"ASTI";"1642";"01-01642";"AT-00037";"Presenza di sostanze inquinanti dovuta a cattiva gestione di impianti o strutture";"BONIFICA E RIPRISTINO AMBIENTALE";"436621,0";"4967084,0";"2026-09-07T00:00:00.000Z";"CONCLUSO";"8.1978838";"44.8543531";"OK"
"ASTI";"ASTI";"1768";"01-01768";"AT-00049";"Presenza di sostanze inquinanti dovuta a cattiva gestione di impianti o strutture";"BONIFICA E RIPRISTINO AMBIENTALE";"438469,0";"4973421,0";"2026-09-07T00:00:00.000Z";"ATTIVO";"8.2204997";"44.9115561";"OK"
"ASTI";"NIZZA MONFERRATO";"1769";"01-01769";"AT-00050";"Presenza di sostanze inquinanti dovuta a cattiva gestione di impianti o strutture";"VERIFICA IN CORSO";"448745,0";"4956640,0";"2026-09-07T00:00:00.000Z";"ATTIVO";"8.3523654";"44.7613145";"OK"
"ASTI";"VILLANOVA D'ASTI";"1770";"01-01770";"AT-00051";"Presenza di sostanze inquinanti dovuta a gestione scorretta dei rifiuti; Presenza di sostanze inquinanti dovuta a cattiva gestione di impianti o strutture";"BONIFICA E RIPRISTINO AMBIENTALE";"415809,0";"4976761,0";"2026-09-07T00:00:00.000Z";"CONCLUSO";"7.9329200";"44.9392978";"OK"
"ASTI";"ASTI";"1772";"01-01772";"AT-00052";"Presenza di sostanze inquinanti dovuta a cattiva gestione di impianti o strutture";"VERIFICA IN CORSO";"434838,0";"4972441,0";"2026-09-07T00:00:00.000Z";"ATTIVO";"8.1746316";"44.9024118";"OK"
"ASTI";"SAN DAMIANO D'ASTI";"1866";"01-01866";"AT-00054";"Presenza di sostanze inquinanti dovuta a cattiva gestione di impianti o strutture";"VERIFICA IN CORSO";"426099,0";"4964993,0";"2026-09-07T00:00:00.000Z";"CONCLUSO";"8.0650397";"44.8345193";"OK"
"ASTI";"ASTI";"2001";"01-02001";"AT-00055";"Presenza di sostanze inquinanti dovuta a cattiva gestione di impianti o strutture";"BONIFICA E RIPRISTINO AMBIENTALE";"438572,0";"4973778,0";"2026-09-07T00:00:00.000Z";"ATTIVO";"8.2217611";"44.9147784";"OK"
"ASTI";"ASTI";"2009";"01-02009";"AT-00056";"Presenza di sostanze inquinanti dovuta a cattiva gestione di impianti o strutture";"VERIFICA IN CORSO";"438878,0";"4972743,0";"2026-09-07T00:00:00.000Z";"CONCLUSO";"8.2257625";"44.9054885";"OK"
"ASTI";"VILLANOVA D'ASTI";"2010";"01-02010";"AT-00057";"Presenza di sostanze inquinanti dovuta a cattiva gestione di impianti o strutture";"VERIFICA IN CORSO";"417305,0";"4977856,0";"2026-09-07T00:00:00.000Z";"ATTIVO";"7.9516985";"44.9493289";"OK"
"ASTI";"ISOLA D'ASTI";"2011";"01-02011";"AT-00058";"Presenza di sostanze inquinanti dovuta a cattiva gestione di impianti o strutture";"BONIFICA E RIPRISTINO AMBIENTALE";"435998,0";"4964098,0";"2026-09-07T00:00:00.000Z";"ATTIVO";"8.1903765";"44.8274197";"OK"
"ASTI";"CASTELLO DI ANNONE";"2082";"01-02082";"AT-00059";"Incidenti a pipe line; Presenza di sostanze inquinanti dovuta a cattiva gestione di impianti o strutture";"VERIFICA IN CORSO";"449740,0";"4972563,0";"2026-09-07T00:00:00.000Z";"ATTIVO";"8.3633609";"44.9047181";"OK"
"ASTI";"ANTIGNANO";"2132";"01-02132";"AT-00062";"Presenza di sostanze inquinanti dovuta a cattiva gestione di impianti o strutture; Eventi accidentali";"VERIFICA IN CORSO";"431582,0";"4966140,0";"2026-09-07T00:00:00.000Z";"CONCLUSO";"8.1342452";"44.8453904";"OK"
"ASTI";"VILLANOVA D'ASTI";"2133";"01-02133";"AT-00063";"Incidenti a pipe line; Presenza di sostanze inquinanti dovuta a cattiva gestione di impianti o strutture";"VERIFICA IN CORSO";"417292,0";"4977979,0";"2026-09-07T00:00:00.000Z";"ATTIVO";"7.9515136";"44.9504345";"OK"
"ASTI";"COCCONATO";"2169";"01-02169";"AT-00064";"Presenza di sostanze inquinanti dovuta a gestione scorretta dei rifiuti";"VERIFICA IN CORSO";"426790,0";"4992471,0";"2026-09-07T00:00:00.000Z";"ATTIVO";"8.0697930";"45.0819147";"OK"
"ASTI";"TIGLIOLE";"2199";"01-02199";"AT-00066";"Presenza di sostanze inquinanti dovuta a gestione scorretta dei rifiuti";"BONIFICA E RIPRISTINO AMBIENTALE";"429383,0";"4969126,0";"2026-09-07T00:00:00.000Z";"CONCLUSO";"8.1060067";"44.8720532";"OK"
"ASTI";"ASTI";"2252";"01-02252";"AT-00067";"Presenza di sostanze inquinanti dovuta a gestione scorretta dei rifiuti";"BONIFICA E RIPRISTINO AMBIENTALE";"439065,0";"4972894,0";"2026-09-07T00:00:00.000Z";"ATTIVO";"8.2281129";"44.9068637";"OK"
"ASTI";"COSTIGLIOLE D'ASTI";"2273";"01-02273";"AT-00068";"Presenza di sostanze inquinanti dovuta a cattiva gestione di impianti o strutture";"VERIFICA IN CORSO";"432715,0";"4962391,0";"2026-09-07T00:00:00.000Z";"CONCLUSO";"8.1490771";"44.8117527";"OK"
"ASTI";"ASTI";"2319";"01-02319";"AT-00071";"Presenza di sostanze inquinanti dovuta a cattiva gestione di impianti o strutture";"BONIFICA E RIPRISTINO AMBIENTALE";"435364,0";"4967678,0";"2026-09-07T00:00:00.000Z";"ATTIVO";"8.1819013";"44.8595870";"OK"
"ASTI";"MONTECHIARO D'ASTI";"2327";"01-02327";"AT-00072";"Presenza di sostanze inquinanti dovuta a gestione scorretta dei rifiuti";"VERIFICA IN CORSO";"430507,0";"4984559,0";"2026-09-07T00:00:00.000Z";"ATTIVO";"8.1181104";"45.0110754";"OK"
"ASTI";"ROBELLA";"2342";"01-02342";"AT-00073";"Presenza di sostanze inquinanti dovuta a gestione scorretta dei rifiuti";"VERIFICA IN CORSO";"428508,0";"4993562,0";"2026-09-07T00:00:00.000Z";"ATTIVO";"8.0914634";"45.0919102";"OK"
"ASTI";"VESIME";"2387";"01-02387";"AT-00078";"Eventi accidentali";"VERIFICA IN CORSO";"438936,0";"4943733,0";"2026-09-07T00:00:00.000Z";"ATTIVO";"8.2299755";"44.6443610";"OK"
"ASTI";"ASTI";"2420";"01-02420";"AT-00082";"Presenza di sostanze inquinanti dovuta a cattiva gestione di impianti o strutture";"VERIFICA IN CORSO";"437759,0";"4970685,0";"2026-09-07T00:00:00.000Z";"ATTIVO";"8.2118425";"44.8868670";"OK"
"ASTI";"ASTI";"2439";"01-02439";"AT-00086";"Presenza di sostanze inquinanti dovuta a cattiva gestione di impianti o strutture; Eventi accidentali";"VERIFICA IN CORSO";"440551,0";"4972874,0";"2026-09-07T00:00:00.000Z";"ATTIVO";"8.2469373";"44.9068094";"OK"
"ASTI";"ASTI";"2481";"01-02481";"AT-00087";"Presenza di sostanze inquinanti dovuta a gestione scorretta dei rifiuti; Presenza di sostanze inquinanti dovuta a cattiva gestione di impianti o strutture";"VERIFICA IN CORSO";"439052,0";"4973117,0";"2026-09-07T00:00:00.000Z";"ATTIVO";"8.2279213";"44.9088699";"OK"
"ASTI";"MONALE";"2483";"01-02483";"AT-00088";"Eventi accidentali; Presenza di sostanze inquinanti dovuta a cattiva gestione di impianti o strutture";"VERIFICA IN CORSO";"426847,0";"4976159,0";"2026-09-07T00:00:00.000Z";"ATTIVO";"8.0728888";"44.9351007";"OK"
"ASTI";"CERRETO D'ASTI";"2499";"01-02499";"AT-00090";"Eventi accidentali; Presenza di sostanze inquinanti dovuta a cattiva gestione di impianti o strutture";"VERIFICA IN CORSO";"423756,0";"4987787,0";"2026-09-07T00:00:00.000Z";"ATTIVO";"8.0319601";"45.0394357";"OK"
"ASTI";"ASTI";"2533";"01-02533";"AT-00095";"Eventi accidentali";"VERIFICA IN CORSO";"438441,0";"4971746,0";"2026-09-07T00:00:00.000Z";"CONCLUSO";"8.2203488";"44.8964766";"OK"
"ASTI";"ASTI";"2534";"01-02534";"AT-00096";"Presenza di sostanze inquinanti dovuta a cattiva gestione di impianti o strutture; Presenza di sostanze inquinanti dovuta a gestione scorretta dei rifiuti";"VERIFICA IN CORSO";"438730,0";"4971148,0";"2026-09-07T00:00:00.000Z";"ATTIVO";"8.2240811";"44.8911188";"OK"
"ASTI";"VILLANOVA D'ASTI";"2661";"01-02661";"AT-00097";"Presenza di sostanze inquinanti dovuta a cattiva gestione di impianti o strutture";"VERIFICA IN CORSO";"415830,0";"4979512,0";"2026-09-07T00:00:00.000Z";"ATTIVO";"7.9327273";"44.9640605";"OK"
"ASTI";"VILLANOVA D'ASTI";"2703";"01-02703";"AT-00098";"Sversamenti incidentali su suolo e acque";"VERIFICA IN CORSO";"415799,0";"4976775,0";"2026-09-07T00:00:00.000Z";"ATTIVO";"7.9327909";"44.9394226";"OK"
"ASTI";"CASTAGNOLE DELLE LANZE";"2729";"01-02729";"AT-00099";"Sversamenti incidentali su suolo e acque";"VERIFICA IN CORSO";"432867,0";"4955615,0";"2026-09-07T00:00:00.000Z";"ATTIVO";"8.1518927";"44.7507743";"OK"
"ASTI";"ASTI";"2785";"01-02785";"AT-00100";"Presenza di sostanze inquinanti dovuta a gestione scorretta dei rifiuti";"VERIFICA IN CORSO";"437391,0";"4975532,0";"2026-09-07T00:00:00.000Z";"ATTIVO";"8.2065829";"44.9304636";"OK"
"ASTI";"VILLANOVA D'ASTI";"2789";"01-02789";"AT-00104";"Presenza di sostanze inquinanti dovuta a cattiva gestione di impianti o strutture";"VERIFICA IN CORSO";"415903,0";"4976836,0";"2026-09-07T00:00:00.000Z";"ATTIVO";"7.9340987";"44.9399840";"OK"
"ASTI";"ASTI";"2791";"01-02791";"AT-00106";"Presenza di sostanze inquinanti dovuta a cattiva gestione di impianti o strutture";"VERIFICA IN CORSO";"440896,0";"4972847,0";"2026-09-07T00:00:00.000Z";"ATTIVO";"8.2513103";"44.9065951";"OK"
"ASTI";"ASTI";"2792";"01-02792";"AT-00107";"Eventi accidentali";"VERIFICA IN CORSO";"436712,0";"4968706,0";"2026-09-07T00:00:00.000Z";"ATTIVO";"8.1988329";"44.8689613";"OK"
"ASTI";"CASTELLO DI ANNONE";"2868";"01-02868";"AT-00121";"Eventi accidentali";"VERIFICA IN CORSO";"445146,0";"4970967,0";"2026-09-07T00:00:00.000Z";"ATTIVO";"8.3053462";"44.8900126";"OK"
"ASTI";"CALAMANDRANA";"2896";"01-02896";"AT-00122";"Incendi";"VERIFICA IN CORSO";"448119,0";"4955362,0";"2026-09-07T00:00:00.000Z";"ATTIVO";"8.3445862";"44.7497651";"OK"
"ASTI";"VILLANOVA D'ASTI";"2964";"01-02964";"AT-00124";"Sversamenti incidentali su suolo e acque";"VERIFICA IN CORSO";"417194,0";"4977923,0";"2026-09-07T00:00:00.000Z";"ATTIVO";"7.9502806";"44.9499190";"OK"
"ASTI";"ASTI";"2993";"01-02993";"AT-00125";"Presenza di sostanze inquinanti dovuta a cattiva gestione di impianti o strutture";"VERIFICA IN CORSO";"438494,0";"4971964,0";"2026-09-07T00:00:00.000Z";"ATTIVO";"8.2209935";"44.8984435";"OK"
"ASTI";"SAN DAMIANO D'ASTI";"3046";"01-03046";"AT-00126";"Presenza di sostanze inquinanti dovuta a cattiva gestione di impianti o strutture";"VERIFICA IN CORSO";"425893,0";"4964582,0";"2026-09-07T00:00:00.000Z";"ATTIVO";"8.0624938";"44.8307985";"OK"
"ASTI";"FERRERE";"3047";"01-03047";"AT-00127";"Presenza di sostanze inquinanti dovuta a cattiva gestione di impianti o strutture";"VERIFICA IN CORSO";"419785,0";"4967286,0";"2026-09-07T00:00:00.000Z";"ATTIVO";"7.9848076";"44.8544761";"OK"
"BIELLA";"MASSAZZA";"318";"01-00318";"BI-00001";"Presenza di sostanze inquinanti dovuta a gestione scorretta dei rifiuti";"BONIFICA E RIPRISTINO AMBIENTALE";"434975,0";"5036783,0";"2026-09-07T00:00:00.000Z";"ATTIVO";"8.1679705";"45.4815462";"OK"
"BIELLA";"SALUSSOLA";"319";"01-00319";"BI-00002";"Presenza di sostanze inquinanti dovuta a gestione scorretta dei rifiuti";"BONIFICA E RIPRISTINO AMBIENTALE";"432747,0";"5030419,0";"2026-09-07T00:00:00.000Z";"CONCLUSO";"8.1403359";"45.4240578";"OK"
"BIELLA";"GAGLIANICO";"373";"01-00373";"BI-00003";"Eventi accidentali";"BONIFICA E RIPRISTINO AMBIENTALE";"429671,0";"5040894,0";"2026-09-07T00:00:00.000Z";"ATTIVO";"8.0995215";"45.5180308";"OK"
"BIELLA";"CREVACUORE";"387";"01-00387";"BI-00004";"Presenza di sostanze inquinanti dovuta a cattiva gestione di impianti o strutture";"BONIFICA E RIPRISTINO AMBIENTALE CON MISURE DI SICUREZZA";"442072,0";"5059552,0";"2026-09-07T00:00:00.000Z";"CONCLUSO";"8.2560703";"45.6870981";"OK"
"BIELLA";"CAMBURZANO";"394";"01-00394";"BI-00005";"Presenza di sostanze inquinanti dovuta a cattiva gestione di impianti o strutture";"BONIFICA E RIPRISTINO AMBIENTALE CON MISURE DI SICUREZZA";"422965,0";"5043816,0";"2026-09-07T00:00:00.000Z";"CONCLUSO";"8.0132116";"45.5436190";"OK"
"BIELLA";"DORZANO";"397";"01-00397";"BI-00007";"Presenza di sostanze inquinanti dovuta a gestione scorretta dei rifiuti";"BONIFICA E RIPRISTINO AMBIENTALE";"430017,0";"5030711,0";"2026-09-07T00:00:00.000Z";"CONCLUSO";"8.1054023";"45.4264179";"OK"
"BIELLA";"BIELLA";"472";"01-00472";"BI-00010";"Presenza di sostanze inquinanti dovuta a cattiva gestione di impianti o strutture";"BONIFICA E RIPRISTINO AMBIENTALE";"420586,0";"5053185,0";"2026-09-07T00:00:00.000Z";"CONCLUSO";"7.9812182";"45.6276688";"OK"
"BIELLA";"VALDILANA";"523";"01-00523";"BI-00011";"Eventi accidentali";"BONIFICA E RIPRISTINO AMBIENTALE";"436321,0";"5055640,0";"2026-09-07T00:00:00.000Z";"CONCLUSO";"8.1827340";"45.6513855";"OK"
"BIELLA";"COSSATO";"594";"01-00594";"BI-00014";"Presenza di sostanze inquinanti dovuta a cattiva gestione di impianti o strutture";"BONIFICA E RIPRISTINO AMBIENTALE";"436559,0";"5047247,0";"2026-09-07T00:00:00.000Z";"CONCLUSO";"8.1868806";"45.5758699";"OK"
"BIELLA";"VIGLIANO BIELLESE";"606";"01-00606";"BI-00016";"Incidenti a pipe line";"BONIFICA E RIPRISTINO AMBIENTALE CON MISURE DI SICUREZZA";"430634,0";"5045631,0";"2026-09-07T00:00:00.000Z";"ATTIVO";"8.1111785";"45.5607603";"OK"
"BIELLA";"COGGIOLA";"639";"01-00639";"BI-00018";"Incidenti a pipe line";"BONIFICA E RIPRISTINO AMBIENTALE";"437301,0";"5059145,0";"2026-09-07T00:00:00.000Z";"CONCLUSO";"8.1948581";"45.6830197";"OK"
"BIELLA";"CERRIONE";"649";"01-00649";"BI-00019";"Presenza di sostanze inquinanti dovuta a cattiva gestione di impianti o strutture";"BONIFICA E RIPRISTINO AMBIENTALE";"429263,0";"5035968,0";"2026-09-07T00:00:00.000Z";"CONCLUSO";"8.0950087";"45.4736554";"OK"
"BIELLA";"OCCHIEPPO SUPERIORE";"753";"01-00753";"BI-00022";"Presenza di sostanze inquinanti dovuta a cattiva gestione di impianti o strutture";"BONIFICA E RIPRISTINO AMBIENTALE CON MISURE DI SICUREZZA";"422913,0";"5045685,0";"2026-09-07T00:00:00.000Z";"CONCLUSO";"8.0122510";"45.5604337";"OK"
"BIELLA";"BIELLA";"832";"01-00832";"BI-00023";"Incidenti a pipe line";"BONIFICA E RIPRISTINO AMBIENTALE CON MISURE DI SICUREZZA";"425111,0";"5045354,0";"2026-09-07T00:00:00.000Z";"CONCLUSO";"8.0404616";"45.5576948";"OK"
"BIELLA";"BIELLA";"833";"01-00833";"BI-00024";"Incidenti a pipe line";"BONIFICA E RIPRISTINO AMBIENTALE";"426957,0";"5045211,0";"2026-09-07T00:00:00.000Z";"ATTIVO";"8.0641322";"45.5566041";"OK"
"BIELLA";"CAVAGLIA'";"1008";"01-01008";"BI-00025";"Presenza di sostanze inquinanti dovuta a cattiva gestione di impianti o strutture; Presenza di sostanze inquinanti dovuta a gestione scorretta dei rifiuti";"BONIFICA E RIPRISTINO AMBIENTALE";"431154,0";"5026295,0";"2026-09-07T00:00:00.000Z";"CONCLUSO";"8.1205519";"45.3867858";"OK"
"BIELLA";"BIELLA";"1010";"01-01010";"BI-00027";"Incidenti a pipe line";"BONIFICA E RIPRISTINO AMBIENTALE";"426539,0";"5044979,0";"2026-09-07T00:00:00.000Z";"CONCLUSO";"8.0588121";"45.5544721";"OK"
"BIELLA";"CREVACUORE";"1011";"01-01011";"BI-00028";"Incidenti a pipe line";"BONIFICA E RIPRISTINO AMBIENTALE";"441117,0";"5058658,0";"2026-09-07T00:00:00.000Z";"CONCLUSO";"8.2439154";"45.6789715";"OK"
"BIELLA";"BIELLA";"1026";"01-01026";"BI-00031";"Incidenti a pipe line";"BONIFICA E RIPRISTINO AMBIENTALE";"424409,0";"5046201,0";"2026-09-07T00:00:00.000Z";"CONCLUSO";"8.0313373";"45.5652417";"OK"
"BIELLA";"PONDERANO";"1049";"01-01049";"BI-00032";"Presenza di sostanze inquinanti dovuta a cattiva gestione di impianti o strutture";"BONIFICA E RIPRISTINO AMBIENTALE";"425719,0";"5043410,0";"2026-09-07T00:00:00.000Z";"CONCLUSO";"8.0485460";"45.5402644";"OK"
"BIELLA";"BIELLA";"1050";"01-01050";"BI-00033";"Presenza di sostanze inquinanti dovuta a cattiva gestione di impianti o strutture";"BONIFICA E RIPRISTINO AMBIENTALE";"425136,0";"5045405,0";"2026-09-07T00:00:00.000Z";"CONCLUSO";"8.0407741";"45.5581565";"OK"
"BIELLA";"COSSATO";"1054";"01-01054";"BI-00034";"Presenza di sostanze inquinanti dovuta a cattiva gestione di impianti o strutture";"BONIFICA E RIPRISTINO AMBIENTALE";"436558,0";"5047246,0";"2026-09-07T00:00:00.000Z";"ATTIVO";"8.1868679";"45.5758609";"OK"
"BIELLA";"BIELLA";"1126";"01-01126";"BI-00038";"Presenza di sostanze inquinanti dovuta a cattiva gestione di impianti o strutture";"BONIFICA E RIPRISTINO AMBIENTALE CON MISURE DI SICUREZZA";"425183,0";"5045390,0";"2026-09-07T00:00:00.000Z";"CONCLUSO";"8.0413785";"45.5580266";"OK"
"BIELLA";"BIELLA";"1249";"01-01249";"BI-00041";"Presenza di sostanze inquinanti dovuta a cattiva gestione di impianti o strutture";"BONIFICA E RIPRISTINO AMBIENTALE CON MISURE DI SICUREZZA";"427231,0";"5046599,0";"2026-09-07T00:00:00.000Z";"CONCLUSO";"8.0674357";"45.5691246";"OK"
"BIELLA";"MONGRANDO";"1309";"01-01309";"BI-00043";"Presenza di sostanze inquinanti dovuta a cattiva gestione di impianti o strutture";"BONIFICA E RIPRISTINO AMBIENTALE CON MISURE DI SICUREZZA";"422744,0";"5042081,0";"2026-09-07T00:00:00.000Z";"CONCLUSO";"8.0106550";"45.5279800";"OK"
"BIELLA";"OCCHIEPPO INFERIORE";"1329";"01-01329";"BI-00048";"Presenza di sostanze inquinanti dovuta a cattiva gestione di impianti o strutture";"INTERVENTO NON NECESSARIO A SEGUITO ANALISI DI RISCHIO";"424150,0";"5045290,0";"2026-09-07T00:00:00.000Z";"CONCLUSO";"8.0281602";"45.5570148";"OK"
"BIELLA";"COSSATO";"1330";"01-01330";"BI-00049";"Presenza di sostanze inquinanti dovuta a cattiva gestione di impianti o strutture";"BONIFICA E RIPRISTINO AMBIENTALE";"435644,0";"5046261,0";"2026-09-07T00:00:00.000Z";"CONCLUSO";"8.1752842";"45.5669118";"OK"
"BIELLA";"PRAY";"1333";"01-01333";"BI-00052";"Presenza di sostanze inquinanti dovuta a cattiva gestione di impianti o strutture";"BONIFICA E RIPRISTINO AMBIENTALE";"439125,0";"5057842,0";"2026-09-07T00:00:00.000Z";"CONCLUSO";"8.2184418";"45.6714554";"OK"
"BIELLA";"BIELLA";"1410";"01-01410";"BI-00058";"Incidenti a pipe line";"BONIFICA E RIPRISTINO AMBIENTALE";"425634,0";"5045621,0";"2026-09-07T00:00:00.000Z";"CONCLUSO";"8.0471212";"45.5601539";"OK"
"BIELLA";"PONDERANO";"1411";"01-01411";"BI-00059";"Eventi accidentali; Presenza di sostanze inquinanti dovuta a cattiva gestione di impianti o strutture";"BONIFICA E RIPRISTINO AMBIENTALE";"427308,0";"5044038,0";"2026-09-07T00:00:00.000Z";"CONCLUSO";"8.0688032";"45.5460840";"OK"
"BIELLA";"QUAREGNA CERRETO";"1588";"01-01588";"BI-00061";"Presenza di sostanze inquinanti dovuta a cattiva gestione di impianti o strutture";"BONIFICA E RIPRISTINO AMBIENTALE CON MISURE DI SICUREZZA";"435037,0";"5048122,0";"2026-09-07T00:00:00.000Z";"CONCLUSO";"8.1672589";"45.5836045";"OK"
"BIELLA";"VALDILANA";"1679";"01-01679";"BI-00067";"Presenza di sostanze inquinanti dovuta a cattiva gestione di impianti o strutture";"BONIFICA E RIPRISTINO AMBIENTALE";"434461,0";"5057504,0";"2026-09-07T00:00:00.000Z";"CONCLUSO";"8.1586138";"45.6679881";"OK"
"BIELLA";"SANDIGLIANO";"1830";"01-01830";"BI-00075";"Presenza di sostanze inquinanti dovuta a cattiva gestione di impianti o strutture";"BONIFICA E RIPRISTINO AMBIENTALE";"428221,0";"5039933,0";"2026-09-07T00:00:00.000Z";"CONCLUSO";"8.0810991";"45.5092340";"OK"
"BIELLA";"CERRIONE";"1903";"01-01903";"BI-00076";"Presenza di sostanze inquinanti dovuta a cattiva gestione di impianti o strutture";"BONIFICA E RIPRISTINO AMBIENTALE";"428835,0";"5037620,0";"2026-09-07T00:00:00.000Z";"CONCLUSO";"8.0892941";"45.4884800";"OK"
"BIELLA";"STRONA";"1935";"01-01935";"BI-00077";"Presenza di sostanze inquinanti dovuta a gestione scorretta dei rifiuti";"BONIFICA E RIPRISTINO AMBIENTALE";"435312,0";"5052513,0";"2026-09-07T00:00:00.000Z";"CONCLUSO";"8.1702012";"45.6231493";"OK"
"BIELLA";"SANDIGLIANO";"1962";"01-01962";"BI-00078";"Presenza di sostanze inquinanti dovuta a cattiva gestione di impianti o strutture";"VERIFICA IN CORSO";"427746,0";"5041500,0";"2026-09-07T00:00:00.000Z";"ATTIVO";"8.0747880";"45.5232878";"OK"
"BIELLA";"COSSATO";"1963";"01-01963";"BI-00079";"Presenza di sostanze inquinanti dovuta a cattiva gestione di impianti o strutture";"VERIFICA IN CORSO";"436494,0";"5047336,0";"2026-09-07T00:00:00.000Z";"ATTIVO";"8.1860360";"45.5766650";"OK"
"BIELLA";"ANDORNO MICCA";"1970";"01-01970";"BI-00081";"Presenza di sostanze inquinanti dovuta a cattiva gestione di impianti o strutture";"INTERVENTO NON NECESSARIO A SEGUITO ANALISI DI RISCHIO";"426239,0";"5051663,0";"2026-09-07T00:00:00.000Z";"CONCLUSO";"8.0539591";"45.6145949";"OK"
"BIELLA";"CERRIONE";"1971";"01-01971";"BI-00082";"Presenza di sostanze inquinanti dovuta a cattiva gestione di impianti o strutture";"BONIFICA E RIPRISTINO AMBIENTALE";"429189,0";"5035341,0";"2026-09-07T00:00:00.000Z";"CONCLUSO";"8.0941524";"45.4680049";"OK"
"CUNEO";"BRA";"2592";"01-02592";"CN-00096";"Sversamenti incidentali su suolo e acque";"BONIFICA E RIPRISTINO AMBIENTALE";"413439,0";"4948441,0";"2026-09-07T00:00:00.000Z";"CONCLUSO";"7.9077092";"44.6841168";"OK"
"CUNEO";"DOGLIANI";"2593";"01-02593";"CN-00097";"Presenza di sostanze inquinanti dovuta a cattiva gestione di impianti o strutture";"BONIFICA E RIPRISTINO AMBIENTALE";"416143,0";"4931575,0";"2026-09-07T00:00:00.000Z";"ATTIVO";"7.9445774";"44.5326269";"OK"
"CUNEO";"LESEGNO";"2671";"01-02671";"CN-00098";"Presenza di sostanze inquinanti dovuta a cattiva gestione di impianti o strutture";"VERIFICA IN CORSO";"417204,0";"4917021,0";"2026-09-07T00:00:00.000Z";"ATTIVO";"7.9602573";"44.4017449";"OK"
"CUNEO";"SALUZZO";"2810";"01-02810";"CN-00101";"Presenza di sostanze inquinanti dovuta a cattiva gestione di impianti o strutture";"BONIFICA E RIPRISTINO AMBIENTALE";"381471,0";"4944465,0";"2026-09-07T00:00:00.000Z";"CONCLUSO";"7.5053518";"44.6437655";"OK"
"CUNEO";"MORETTA";"2862";"01-02862";"CN-00103";"Presenza di sostanze inquinanti dovuta a cattiva gestione di impianti o strutture";"BONIFICA E RIPRISTINO AMBIENTALE";"383959,0";"4956828,0";"2026-09-07T00:00:00.000Z";"CONCLUSO";"7.5339095";"44.7554320";"OK"
"CUNEO";"GOVONE";"2864";"01-02864";"CN-00105";"Presenza di sostanze inquinanti dovuta a gestione scorretta dei rifiuti";"VERIFICA IN CORSO";"430944,0";"4960223,0";"2026-09-07T00:00:00.000Z";"ATTIVO";"8.1269770";"44.7920690";"OK"
"CUNEO";"BRA";"3007";"01-03007";"CN-00107";"Presenza di sostanze inquinanti dovuta a cattiva gestione di impianti o strutture; Presenza di sostanze inquinanti dovuta a gestione scorretta dei rifiuti";"VERIFICA IN CORSO";"408631,0";"4949678,0";"2026-09-07T00:00:00.000Z";"ATTIVO";"7.8468294";"44.6946542";"OK"
"CUNEO";"MOIOLA";"3022";"01-03022";"CN-00108";"";"VERIFICA IN CORSO";"371288,0";"4907587,0";"2026-09-07T00:00:00.000Z";"ATTIVO";"7.3861691";"44.3101422";"OK"
"CUNEO";"CUNEO";"3023";"01-03023";"CN-00109";"";"VERIFICA IN CORSO";"382588,0";"4925469,0";"2026-09-07T00:00:00.000Z";"ATTIVO";"7.5237623";"44.4729921";"OK"
