"prov";"comune";"id_sito";"codice_regionale";"codice_provinciale";"cause";"interventi";"coord_x";"coord_y";"data_agg";"stato_procedimento";"longitudine";"latitudine";"esito_coordinate"
"ALESSANDRIA";"VALENZA";"2397";"01-02397";"AL-00213";"Sversamenti incidentali su suolo e acque";"VERIFICA IN CORSO";"472727,0";"4984114,0";"2026-09-07T00:00:00.000Z";"ATTIVO";"8.6539032";"45.0099502";"OK"
"ALESSANDRIA";"TORTONA";"2427";"01-02427";"AL-00215";"Eventi accidentali";"MESSA IN SICUREZZA OPERATIVA";"487435,0";"4970959,0";"2026-09-07T00:00:00.000Z";"ATTIVO";"8.8408754";"44.8919424";"OK"
"ALESSANDRIA";"TORTONA";"2453";"01-02453";"AL-00224";"Eventi accidentali";"BONIFICA E RIPRISTINO AMBIENTALE";"489952,0";"4976345,0";"2026-09-07T00:00:00.000Z";"CONCLUSO";"8.8726439";"44.9404673";"OK"
"ALESSANDRIA";"TORTONA";"2479";"01-02479";"AL-00229";"";"INTERVENTO NON NECESSARIO A SEGUITO ANALISI DI RISCHIO";"489982,0";"4976559,0";"2026-09-07T00:00:00.000Z";"CONCLUSO";"8.8730199";"44.9423942";"OK"
"ALESSANDRIA";"TORTONA";"2482";"01-02482";"AL-00230";"Sversamenti incidentali su suolo e acque";"INTERVENTO NON NECESSARIO";"488612,0";"4972011,0";"2026-09-07T00:00:00.000Z";"ATTIVO";"8.8557574";"44.9014324";"OK"
"ALESSANDRIA";"SALE";"2488";"01-02488";"AL-00231";"Presenza di sostanze inquinanti dovuta a cattiva gestione di impianti o strutture";"BONIFICA E RIPRISTINO AMBIENTALE";"484655,0";"4980501,0";"2026-09-07T00:00:00.000Z";"ATTIVO";"8.8053795";"44.9777848";"OK"
"ALESSANDRIA";"MOLINO DEI TORTI";"2490";"01-02490";"AL-00232";"Presenza di sostanze inquinanti dovuta a cattiva gestione di impianti o strutture";"VERIFICA IN CORSO";"491425,0";"4985244,0";"2026-09-07T00:00:00.000Z";"ATTIVO";"8.8911623";"45.0205949";"OK"
"ALESSANDRIA";"BOSCO MARENGO";"2497";"01-02497";"AL-00234";"Presenza di sostanze inquinanti dovuta a cattiva gestione di impianti o strutture";"VERIFICA IN CORSO";"479957,0";"4964111,0";"2026-09-07T00:00:00.000Z";"ATTIVO";"8.7464447";"44.8301251";"OK"
"ALESSANDRIA";"ALESSANDRIA";"2538";"01-02538";"AL-00239";"Incidenti a pipe line";"BONIFICA E RIPRISTINO AMBIENTALE";"468207,0";"4977660,0";"2026-09-07T00:00:00.000Z";"CONCLUSO";"8.5969526";"44.9516648";"OK"
"ALESSANDRIA";"VALENZA";"2541";"01-02541";"AL-00241";"Sversamenti incidentali su suolo e acque";"BONIFICA E RIPRISTINO AMBIENTALE";"471557,0";"4982641,0";"2026-09-07T00:00:00.000Z";"CONCLUSO";"8.6391393";"44.9966447";"OK"
"ALESSANDRIA";"SALE";"2542";"01-02542";"AL-00242";"";"INTERVENTO NON NECESSARIO A SEGUITO ANALISI DI RISCHIO";"485235,0";"4981092,0";"2026-09-07T00:00:00.000Z";"CONCLUSO";"8.8127183";"44.9831172";"OK"
"ALESSANDRIA";"CASALE MONFERRATO";"2573";"01-02573";"AL-00246";"Sversamenti incidentali su suolo e acque";"INTERVENTO NON NECESSARIO";"455784,0";"4995081,0";"2026-09-07T00:00:00.000Z";"ATTIVO";"8.4379370";"45.1078146";"OK"
"ALESSANDRIA";"PONTECURONE";"2607";"01-02607";"AL-00247";"Sversamenti incidentali su suolo e acque";"INTERVENTO NON NECESSARIO A SEGUITO ANALISI DI RISCHIO";"494870,0";"4978833,0";"2026-09-07T00:00:00.000Z";"CONCLUSO";"8.9349531";"44.9629168";"OK"
"ALESSANDRIA";"ALESSANDRIA";"2610";"01-02610";"AL-00248";"";"INTERVENTO NON NECESSARIO A SEGUITO ANALISI DI RISCHIO";"464657,0";"4975700,0";"2026-09-07T00:00:00.000Z";"CONCLUSO";"8.5520869";"44.9338537";"OK"
"ALESSANDRIA";"ALESSANDRIA";"2643";"01-02643";"AL-00250";"Sversamenti incidentali su suolo e acque";"INTERVENTO NON NECESSARIO A SEGUITO ANALISI DI RISCHIO";"469111,0";"4972800,0";"2026-09-07T00:00:00.000Z";"CONCLUSO";"8.6087097";"44.9079558";"OK"
"ALESSANDRIA";"ACQUI TERME";"2651";"01-02651";"AL-00251";"Sversamenti incidentali su suolo e acque";"INTERVENTO NON NECESSARIO A SEGUITO ANALISI DI RISCHIO";"460325,0";"4947605,0";"2026-09-07T00:00:00.000Z";"CONCLUSO";"8.4993805";"44.6807172";"OK"
"ALESSANDRIA";"ARQUATA SCRIVIA";"2670";"01-02670";"AL-00255";"Sversamenti incidentali su suolo e acque";"INTERVENTO NON NECESSARIO A SEGUITO ANALISI DI RISCHIO";"492589,0";"4946396,0";"2026-09-07T00:00:00.000Z";"CONCLUSO";"8.9065037";"44.6708922";"OK"
"ALESSANDRIA";"ARQUATA SCRIVIA";"2682";"01-02682";"AL-00257";"Sversamenti incidentali su suolo e acque";"VERIFICA IN CORSO";"491294,0";"4948023,0";"2026-09-07T00:00:00.000Z";"ATTIVO";"8.8901385";"44.6855246";"OK"
"ALESSANDRIA";"SILVANO D'ORBA";"2684";"01-02684";"AL-00258";"Sversamenti incidentali su suolo e acque";"INTERVENTO NON NECESSARIO A SEGUITO ANALISI DI RISCHIO";"473281,0";"4945582,0";"2026-09-07T00:00:00.000Z";"CONCLUSO";"8.6629615";"44.6631051";"OK"
"ALESSANDRIA";"ACQUI TERME";"2722";"01-02722";"AL-00259";"Eventi accidentali";"INTERVENTO NON NECESSARIO A SEGUITO ANALISI DI RISCHIO";"457178,0";"4947240,0";"2026-09-07T00:00:00.000Z";"CONCLUSO";"8.4597038";"44.6772505";"OK"
"ALESSANDRIA";"VALENZA";"2723";"01-02723";"AL-00260";"Sversamenti incidentali su suolo e acque";"VERIFICA IN CORSO";"470828,0";"4984409,0";"2026-09-07T00:00:00.000Z";"ATTIVO";"8.6297881";"45.0125302";"OK"
"ALESSANDRIA";"ACQUI TERME";"2724";"01-02724";"AL-00261";"Sversamenti incidentali su suolo e acque";"BONIFICA E RIPRISTINO AMBIENTALE";"457698,0";"4946816,0";"2026-09-07T00:00:00.000Z";"ATTIVO";"8.4662995";"44.6734645";"OK"
"ALESSANDRIA";"MOLINO DEI TORTI";"2734";"01-02734";"AL-00262";"Presenza di sostanze inquinanti dovuta a cattiva gestione di impianti o strutture; Eventi accidentali";"MESSA IN SICUREZZA OPERATIVA";"492119,0";"4985100,0";"2026-09-07T00:00:00.000Z";"ATTIVO";"8.8999731";"45.0193067";"OK"
"ALESSANDRIA";"CASALE MONFERRATO";"2751";"01-02751";"AL-00263";"";"VERIFICA IN CORSO";"457977,0";"4996541,0";"2026-09-07T00:00:00.000Z";"ATTIVO";"8.4656900";"45.1210904";"OK"
"ALESSANDRIA";"SEZZADIO";"2752";"01-02752";"AL-00264";"";"VERIFICA IN CORSO";"466833,0";"4957430,0";"2026-09-07T00:00:00.000Z";"ATTIVO";"8.5808579";"44.7694934";"OK"
"ALESSANDRIA";"TORTONA";"2753";"01-02753";"AL-00265";"";"VERIFICA IN CORSO";"489439,0";"4972029,0";"2026-09-07T00:00:00.000Z";"ATTIVO";"8.8662319";"44.9016072";"OK"
"ALESSANDRIA";"CARBONARA SCRIVIA";"2755";"01-02755";"AL-00267";"Presenza di sostanze inquinanti dovuta a gestione scorretta dei rifiuti";"VERIFICA IN CORSO";"487746,0";"4966117,0";"2026-09-07T00:00:00.000Z";"ATTIVO";"8.8449311";"44.8483597";"OK"
"ALESSANDRIA";"MOMBELLO MONFERRATO";"2775";"01-02775";"AL-00273";"";"INTERVENTO NON NECESSARIO A SEGUITO ANALISI DI RISCHIO";"440871,0";"4996403,0";"2026-09-07T00:00:00.000Z";"CONCLUSO";"8.2482247";"45.1186237";"OK"
"ALESSANDRIA";"VIGNOLE BORBERA";"2778";"01-02778";"AL-00275";"Presenza di sostanze inquinanti dovuta a cattiva gestione di impianti o strutture; Eventi accidentali";"VERIFICA IN CORSO";"493180,0";"4951249,0";"2026-09-07T00:00:00.000Z";"ATTIVO";"8.9138950";"44.7145867";"OK"
"ALESSANDRIA";"OVADA";"2779";"01-02779";"AL-00276";"Presenza di sostanze inquinanti dovuta a cattiva gestione di impianti o strutture";"INTERVENTO NON NECESSARIO A SEGUITO ANALISI DI RISCHIO";"471764,0";"4942806,0";"2026-09-07T00:00:00.000Z";"CONCLUSO";"8.6439790";"44.6380567";"OK"
"ALESSANDRIA";"SPIGNO MONFERRATO";"2811";"01-02811";"AL-00280";"Presenza di sostanze inquinanti dovuta a gestione scorretta dei rifiuti";"VERIFICA IN CORSO";"445933,0";"4931923,0";"2026-09-07T00:00:00.000Z";"ATTIVO";"8.3194437";"44.5386089";"OK"
"ALESSANDRIA";"SPIGNO MONFERRATO";"2812";"01-02812";"AL-00281";"Presenza di sostanze inquinanti dovuta a gestione scorretta dei rifiuti";"VERIFICA IN CORSO";"445933,0";"4931923,0";"2026-09-07T00:00:00.000Z";"ATTIVO";"8.3194437";"44.5386089";"OK"
"ALESSANDRIA";"QUATTORDIO";"2821";"01-02821";"AL-00283";"";"INTERVENTO NON NECESSARIO A SEGUITO ANALISI DI RISCHIO";"452578,0";"4972188,0";"2026-09-07T00:00:00.000Z";"CONCLUSO";"8.3993427";"44.9015372";"OK"
"ALESSANDRIA";"NOVI LIGURE";"2830";"01-02830";"AL-00284";"Eventi accidentali";"VERIFICA IN CORSO";"485115,0";"4955276,0";"2026-09-07T00:00:00.000Z";"ATTIVO";"8.8119543";"44.7507168";"OK"
"ALESSANDRIA";"SERRAVALLE SCRIVIA";"2854";"01-02854";"AL-00285";"Sversamenti incidentali su suolo e acque";"INTERVENTO NON NECESSARIO A SEGUITO ANALISI DI RISCHIO";"488521,0";"4953351,0";"2026-09-07T00:00:00.000Z";"CONCLUSO";"8.8550263";"44.7334501";"OK"
"ALESSANDRIA";"FELIZZANO";"2871";"01-02871";"AL-00286";"Presenza di sostanze inquinanti dovuta a cattiva gestione di impianti o strutture";"VERIFICA IN CORSO";"454707,0";"4971966,0";"2026-09-07T00:00:00.000Z";"ATTIVO";"8.4263276";"44.8996775";"OK"
"ALESSANDRIA";"MURISENGO";"2912";"01-02912";"AL-00319";"Sversamenti incidentali su suolo e acque";"VERIFICA IN CORSO";"";"";"2026-09-07T00:00:00.000Z";"ATTIVO";"";"";"NULL"
"ALESSANDRIA";"CARPENETO";"2948";"01-02948";"AL-00332";"Sversamenti incidentali su suolo e acque";"INTERVENTO NON NECESSARIO A SEGUITO ANALISI DI RISCHIO";"470219,0";"4948740,0";"2026-09-07T00:00:00.000Z";"CONCLUSO";"8.6241539";"44.6914137";"OK"
"ALESSANDRIA";"TORTONA";"2951";"01-02951";"AL-00333";"Presenza di sostanze inquinanti dovuta a cattiva gestione di impianti o strutture";"BONIFICA E RIPRISTINO AMBIENTALE";"490820,0";"4975757,0";"2026-09-07T00:00:00.000Z";"ATTIVO";"8.8836562";"44.9351859";"OK"
"ALESSANDRIA";"VIGNOLE BORBERA";"2976";"01-02976";"AL-00340";"";"VERIFICA IN CORSO";"494072,0";"4951786,0";"2026-09-07T00:00:00.000Z";"CONCLUSO";"8.9251506";"44.7194289";"OK"
"ALESSANDRIA";"FRASSINELLO MONFERRATO";"2978";"01-02978";"AL-00341";"Sversamenti incidentali su suolo e acque";"MESSA IN SICUREZZA PERMANENTE";"451674,0";"4986680,0";"2026-09-07T00:00:00.000Z";"ATTIVO";"8.3865041";"45.0319257";"OK"
"ALESSANDRIA";"ALESSANDRIA";"2986";"01-02986";"AL-00342";"Presenza di sostanze inquinanti dovuta a cattiva gestione di impianti o strutture";"VERIFICA IN CORSO";"467629,0";"4972140,0";"2026-09-07T00:00:00.000Z";"ATTIVO";"8.5899790";"44.9019487";"OK"
"ALESSANDRIA";"CASTELLAZZO BORMIDA";"2987";"01-02987";"AL-00343";"Sversamenti incidentali su suolo e acque";"VERIFICA IN CORSO";"466567,0";"4950008,0";"2026-09-07T00:00:00.000Z";"ATTIVO";"8.5779827";"44.7026675";"OK"
"ALESSANDRIA";"POZZOLO FORMIGARO";"2995";"01-02995";"AL-00345";"Eventi accidentali";"INTERVENTO NON NECESSARIO A SEGUITO ANALISI DI RISCHIO";"486923,0";"4961635,0";"2026-09-07T00:00:00.000Z";"CONCLUSO";"8.8346318";"44.8079974";"OK"
"ALESSANDRIA";"ALESSANDRIA";"3008";"01-03008";"AL-00348";"Sversamenti incidentali su suolo e acque";"MESSA IN SICUREZZA OPERATIVA";"475310,0";"4970780,0";"2026-09-07T00:00:00.000Z";"ATTIVO";"8.6873335";"44.8900139";"OK"
"ALESSANDRIA";"CASALE MONFERRATO";"3017";"01-03017";"AL-00352";"";"VERIFICA IN CORSO";"456676,0";"4998132,0";"2026-09-07T00:00:00.000Z";"ATTIVO";"8.4490111";"45.1353329";"OK"
"ALESSANDRIA";"CASTELLETTO D'ORBA";"3035";"01-03035";"AL-00354";"";"VERIFICA IN CORSO";"";"";"2026-09-07T00:00:00.000Z";"ATTIVO";"";"";"NULL"
"ALESSANDRIA";"CASTELNUOVO SCRIVIA";"3037";"01-03037";"AL-00356";"Sversamenti incidentali su suolo e acque";"VERIFICA IN CORSO";"";"";"2026-09-07T00:00:00.000Z";"ATTIVO";"";"";"NULL"
"ALESSANDRIA";"CASTELNUOVO SCRIVIA";"3040";"01-03040";"AL-00357";"";"VERIFICA IN CORSO";"490664,0";"4980225,0";"2026-09-07T00:00:00.000Z";"ATTIVO";"8.8815965";"44.9754047";"OK"
"ALESSANDRIA";"CASALE MONFERRATO";"3051";"01-03051";"AL-00360";"Presenza di sostanze inquinanti dovuta a cattiva gestione di impianti o strutture";"INTERVENTO NON NECESSARIO A SEGUITO ANALISI DI RISCHIO";"456840,0";"4996857,0";"2026-09-07T00:00:00.000Z";"CONCLUSO";"8.4512068";"45.1238663";"OK"
"ALESSANDRIA";"QUATTORDIO";"3056";"01-03056";"AL-00362";"Presenza di sostanze inquinanti dovuta a cattiva gestione di impianti o strutture";"VERIFICA IN CORSO";"453241,0";"4972211,0";"2026-09-07T00:00:00.000Z";"ATTIVO";"8.4077378";"44.9017881";"OK"
"ALESSANDRIA";"ALESSANDRIA";"3057";"01-03057";"AL-00363";"Sversamenti incidentali su suolo e acque";"VERIFICA IN CORSO";"";"";"2026-09-07T00:00:00.000Z";"ATTIVO";"";"";"NULL"
"ALESSANDRIA";"BOSCO MARENGO";"3070";"01-03070";"AL-00364";"";"VERIFICA IN CORSO";"";"";"2026-09-07T00:00:00.000Z";"ATTIVO";"";"";"NULL"
"ALESSANDRIA";"ARQUATA SCRIVIA";"3092";"01-03092";"AL-00365";"Presenza di sostanze inquinanti dovuta a cattiva gestione di impianti o strutture";"VERIFICA IN CORSO";"491389,0";"4949047,0";"2026-09-07T00:00:00.000Z";"ATTIVO";"8.8913201";"44.6947442";"OK"
"ALESSANDRIA";"ARQUATA SCRIVIA";"3093";"01-03093";"AL-00366";"Presenza di sostanze inquinanti dovuta a cattiva gestione di impianti o strutture";"VERIFICA IN CORSO";"";"";"2026-09-07T00:00:00.000Z";"ATTIVO";"";"";"NULL"
"ALESSANDRIA";"CASTELLAZZO BORMIDA";"3108";"01-03108";"AL-00370";"Sversamenti incidentali su suolo e acque";"VERIFICA IN CORSO";"";"";"2026-09-07T00:00:00.000Z";"ATTIVO";"";"";"NULL"
"ALESSANDRIA";"ARQUATA SCRIVIA";"3109";"01-03109";"AL-00371";"";"VERIFICA IN CORSO";"";"";"2026-09-07T00:00:00.000Z";"ATTIVO";"";"";"NULL"
"ALESSANDRIA";"ACQUI TERME";"3117";"01-03117";"AL-00372";"Presenza di sostanze inquinanti dovuta a cattiva gestione di impianti o strutture";"VERIFICA IN CORSO";"";"";"2026-09-07T00:00:00.000Z";"ATTIVO";"";"";"NULL"
"ALESSANDRIA";"VALENZA";"3153";"01-03153";"AL-00376";"Presenza di sostanze inquinanti dovuta a cattiva gestione di impianti o strutture";"BONIFICA E RIPRISTINO AMBIENTALE";"";"";"2026-09-07T00:00:00.000Z";"ATTIVO";"";"";"NULL"
"ALESSANDRIA";"CASTELLAZZO BORMIDA";"3163";"01-03163";"AL-00379";"Sversamenti incidentali su suolo e acque";"VERIFICA IN CORSO";"463011,0";"4966632,0";"2026-09-07T00:00:00.000Z";"ATTIVO";"8.5318900";"44.8521417";"OK"
"ALESSANDRIA";"CASTELLAZZO BORMIDA";"3194";"01-03194";"AL-00382";"";"VERIFICA IN CORSO";"467887,0";"4962722,0";"2026-09-07T00:00:00.000Z";"ATTIVO";"8.5938433";"44.8171803";"OK"
"ALESSANDRIA";"ALLUVIONI PIOVERA";"3234";"01-03234";"AL-00386";"";"VERIFICA IN CORSO";"479606,0";"4979142,0";"2026-09-07T00:00:00.000Z";"ATTIVO";"8.7413986";"44.9654242";"OK"
"ALESSANDRIA";"MONTACUTO";"3235";"01-03235";"AL-00387";"";"VERIFICA IN CORSO";"507782,0";"4958605,0";"2026-09-07T00:00:00.000Z";"ATTIVO";"9.0983629";"44.7807979";"OK"
"ASTI";"MONTIGLIO MONFERRATO";"99";"01-00099";"AT-00001";"Presenza di sostanze inquinanti dovuta a gestione scorretta dei rifiuti";"VERIFICA IN CORSO";"429840,0";"4992039,0";"2026-09-07T00:00:00.000Z";"ATTIVO";"8.1086020";"45.0783355";"OK"
"ASTI";"ASTI";"259";"01-00259";"AT-00002";"Presenza di sostanze inquinanti dovuta a gestione scorretta dei rifiuti";"BONIFICA E RIPRISTINO AMBIENTALE";"430463,0";"4975400,0";"2026-09-07T00:00:00.000Z";"ATTIVO";"8.1188154";"44.9286318";"OK"
"ASTI";"MONCUCCO TORINESE";"388";"01-00388";"AT-00003";"Presenza di sostanze inquinanti dovuta a gestione scorretta dei rifiuti";"BONIFICA E RIPRISTINO AMBIENTALE";"416575,0";"4990172,0";"2026-09-07T00:00:00.000Z";"CONCLUSO";"7.9404044";"45.0600923";"OK"
"ASTI";"ASTI";"396";"01-00396";"AT-00004";"Presenza di sostanze inquinanti dovuta a cattiva gestione di impianti o strutture";"BONIFICA E RIPRISTINO AMBIENTALE; MESSA IN SICUREZZA PERMANENTE";"438350,0";"4971910,0";"2026-09-07T00:00:00.000Z";"ATTIVO";"8.2191764";"44.8979449";"OK"
"ASTI";"ASTI";"413";"01-00413";"AT-00005";"Presenza di sostanze inquinanti dovuta a cattiva gestione di impianti o strutture";"BONIFICA E RIPRISTINO AMBIENTALE";"439517,0";"4972678,0";"2026-09-07T00:00:00.000Z";"CONCLUSO";"8.2338639";"44.9049580";"OK"
"ASTI";"SAN DAMIANO D'ASTI";"417";"01-00417";"AT-00006";"Presenza di sostanze inquinanti dovuta a gestione scorretta dei rifiuti";"VERIFICA IN CORSO";"425677,0";"4966064,0";"2026-09-07T00:00:00.000Z";"CONCLUSO";"8.0595447";"44.8441155";"OK"
"ASTI";"ASTI";"501";"01-00501";"AT-00007";"Incidenti a pipe line";"BONIFICA E RIPRISTINO AMBIENTALE";"440167,0";"4972939,0";"2026-09-07T00:00:00.000Z";"CONCLUSO";"8.2420658";"44.9073623";"OK"
"ASTI";"ASTI";"533";"01-00533";"AT-00009";"Presenza di sostanze inquinanti dovuta a cattiva gestione di impianti o strutture";"BONIFICA E RIPRISTINO AMBIENTALE";"435285,0";"4973195,0";"2026-09-07T00:00:00.000Z";"CONCLUSO";"8.1801964";"44.9092394";"OK"
"ASTI";"DUSINO SAN MICHELE";"554";"01-00554";"AT-00010";"Presenza di sostanze inquinanti dovuta a cattiva gestione di impianti o strutture";"BONIFICA E RIPRISTINO AMBIENTALE CON MISURE DI SICUREZZA";"418603,0";"4975564,0";"2026-09-07T00:00:00.000Z";"CONCLUSO";"7.9685197";"44.9288495";"OK"
"ASTI";"COSTIGLIOLE D'ASTI";"559";"01-00559";"AT-00011";"Presenza di sostanze inquinanti dovuta a cattiva gestione di impianti o strutture";"INTERVENTO NON NECESSARIO";"432130,0";"4959331,0";"2026-09-07T00:00:00.000Z";"CONCLUSO";"8.1420880";"44.7841535";"OK"
"ASTI";"COSTIGLIOLE D'ASTI";"656";"01-00656";"AT-00013";"Presenza di sostanze inquinanti dovuta a cattiva gestione di impianti o strutture";"BONIFICA E RIPRISTINO AMBIENTALE";"435900,0";"4959385,0";"2026-09-07T00:00:00.000Z";"CONCLUSO";"8.1897311";"44.7849876";"OK"
"ASTI";"CORTIGLIONE";"679";"01-00679";"AT-00014";"Presenza di sostanze inquinanti dovuta a gestione scorretta dei rifiuti";"MESSA IN SICUREZZA PERMANENTE";"448915,0";"4964487,0";"2026-09-07T00:00:00.000Z";"CONCLUSO";"8.3537254";"44.8319628";"OK"
"ASTI";"ASTI";"681";"01-00681";"AT-00015";"Presenza di sostanze inquinanti dovuta a cattiva gestione di impianti o strutture";"INTERVENTO NON NECESSARIO";"437985,0";"4972275,0";"2026-09-07T00:00:00.000Z";"CONCLUSO";"8.2145093";"44.9011987";"OK"
"ASTI";"ASTI";"704";"01-00704";"AT-00017";"Presenza di sostanze inquinanti dovuta a cattiva gestione di impianti o strutture";"BONIFICA E RIPRISTINO AMBIENTALE";"437727,0";"4971011,0";"2026-09-07T00:00:00.000Z";"CONCLUSO";"8.2113972";"44.8897986";"OK"
"ASTI";"ASTI";"720";"01-00720";"AT-00018";"Presenza di sostanze inquinanti dovuta a cattiva gestione di impianti o strutture";"BONIFICA E RIPRISTINO AMBIENTALE CON MISURE DI SICUREZZA";"439950,0";"4972950,0";"2026-09-07T00:00:00.000Z";"ATTIVO";"8.2393159";"44.9074430";"OK"
"ASTI";"ASTI";"733";"01-00733";"AT-00019";"Presenza di sostanze inquinanti dovuta a cattiva gestione di impianti o strutture";"BONIFICA E RIPRISTINO AMBIENTALE CON MISURE DI SICUREZZA";"436892,0";"4972682,0";"2026-09-07T00:00:00.000Z";"CONCLUSO";"8.2006157";"44.9047661";"OK"
"ASTI";"CASTELLO DI ANNONE";"1002";"01-01002";"AT-00024";"Presenza di sostanze inquinanti dovuta a cattiva gestione di impianti o strutture";"BONIFICA E RIPRISTINO AMBIENTALE";"445796,0";"4969743,0";"2026-09-07T00:00:00.000Z";"CONCLUSO";"8.3137080";"44.8790446";"OK"
"ASTI";"FRINCO";"1014";"01-01014";"AT-00025";"Presenza di sostanze inquinanti dovuta a cattiva gestione di impianti o strutture";"BONIFICA E RIPRISTINO AMBIENTALE";"435610,0";"4984255,0";"2026-09-07T00:00:00.000Z";"CONCLUSO";"8.1829013";"45.0088208";"OK"
"ASTI";"MONTIGLIO MONFERRATO";"1016";"01-01016";"AT-00026";"Presenza di sostanze inquinanti dovuta a cattiva gestione di impianti o strutture";"BONIFICA E RIPRISTINO AMBIENTALE";"430781,0";"4987121,0";"2026-09-07T00:00:00.000Z";"CONCLUSO";"8.1212344";"45.0341624";"OK"
"ASTI";"VILLANOVA D'ASTI";"1023";"01-01023";"AT-00027";"Presenza di sostanze inquinanti dovuta a cattiva gestione di impianti o strutture";"BONIFICA E RIPRISTINO AMBIENTALE";"416819,0";"4976638,0";"2026-09-07T00:00:00.000Z";"CONCLUSO";"7.9457393";"44.9383096";"OK"
"ASTI";"COSTIGLIOLE D'ASTI";"1036";"01-01036";"AT-00028";"Presenza di sostanze inquinanti dovuta a gestione scorretta dei rifiuti";"BONIFICA E RIPRISTINO AMBIENTALE";"432600,0";"4961980,0";"2026-09-07T00:00:00.000Z";"ATTIVO";"8.1476774";"44.8080423";"OK"
"ASTI";"MOMBARUZZO";"1051";"01-01051";"AT-00030";"Sversamenti incidentali su suolo e acque";"INTERVENTO NON NECESSARIO";"453250,0";"4958704,0";"2026-09-07T00:00:00.000Z";"CONCLUSO";"8.4090960";"44.7802028";"OK"
"ASTI";"NIZZA MONFERRATO";"1381";"01-01381";"AT-00032";"Presenza di sostanze inquinanti dovuta a cattiva gestione di impianti o strutture";"BONIFICA E RIPRISTINO AMBIENTALE";"448240,0";"4957830,0";"2026-09-07T00:00:00.000Z";"CONCLUSO";"8.3458640";"44.7719901";"OK"
"ASTI";"ASTI";"1392";"01-01392";"AT-00033";"Presenza di sostanze inquinanti dovuta a cattiva gestione di impianti o strutture";"BONIFICA E RIPRISTINO AMBIENTALE CON MISURE DI SICUREZZA";"437953,0";"4971843,0";"2026-09-07T00:00:00.000Z";"CONCLUSO";"8.2141570";"44.8973074";"OK"
"ASTI";"MONCALVO";"1415";"01-01415";"AT-00034";"Presenza di sostanze inquinanti dovuta a cattiva gestione di impianti o strutture";"BONIFICA E RIPRISTINO AMBIENTALE";"442409,0";"4988254,0";"2026-09-07T00:00:00.000Z";"ATTIVO";"8.2687138";"45.0454011";"OK"
"ASTI";"ASTI";"1564";"01-01564";"AT-00035";"Presenza di sostanze inquinanti dovuta a cattiva gestione di impianti o strutture";"MESSA IN SICUREZZA OPERATIVA";"437201,0";"4973465,0";"2026-09-07T00:00:00.000Z";"CONCLUSO";"8.2044322";"44.9118414";"OK"
"ALESSANDRIA";"CASALE MONFERRATO";"2";"01-00002";"AL-00001";"Presenza di sostanze inquinanti dovuta a gestione scorretta dei rifiuti";"MESSA IN SICUREZZA PERMANENTE";"456268,0";"4998771,0";"2026-09-07T00:00:00.000Z";"CONCLUSO";"8.4437665";"45.1410596";"OK"
"ALESSANDRIA";"SERRAVALLE SCRIVIA";"10";"01-00010";"AL-00002";"Presenza di sostanze inquinanti dovuta a gestione scorretta dei rifiuti; Presenza di sostanze inquinanti dovuta a cattiva gestione di impianti o strutture";"BONIFICA E RIPRISTINO AMBIENTALE CON MISURE DI SICUREZZA";"487807,0";"4953579,0";"2026-09-07T00:00:00.000Z";"ATTIVO";"8.8460034";"44.7354908";"OK"
"ALESSANDRIA";"CASTELLAR GUIDOBONO";"67";"01-00067";"AL-00003";"Presenza di sostanze inquinanti dovuta a gestione scorretta dei rifiuti";"MESSA IN SICUREZZA PERMANENTE";"496933,0";"4972930,0";"2026-09-07T00:00:00.000Z";"CONCLUSO";"8.9611472";"44.9097898";"OK"
"ALESSANDRIA";"CAPRIATA D'ORBA";"80";"01-00080";"AL-00004";"Presenza di sostanze inquinanti dovuta a gestione scorretta dei rifiuti";"BONIFICA E RIPRISTINO AMBIENTALE";"474103,0";"4951150,0";"2026-09-07T00:00:00.000Z";"ATTIVO";"8.6730483";"44.7132599";"OK"
"ALESSANDRIA";"TORTONA";"96";"01-00096";"AL-00005";"Presenza di sostanze inquinanti dovuta a cattiva gestione di impianti o strutture";"BONIFICA E RIPRISTINO AMBIENTALE CON MISURE DI SICUREZZA";"488312,0";"4971730,0";"2026-09-07T00:00:00.000Z";"CONCLUSO";"8.8519640";"44.8988979";"OK"
"ALESSANDRIA";"ACQUI TERME";"398";"01-00398";"AL-00006";"Presenza di sostanze inquinanti dovuta a cattiva gestione di impianti o strutture";"BONIFICA E RIPRISTINO AMBIENTALE";"458213,0";"4945703,0";"2026-09-07T00:00:00.000Z";"ATTIVO";"8.4728875";"44.6634753";"OK"
"ALESSANDRIA";"NOVI LIGURE";"455";"01-00455";"AL-00007";"Presenza di sostanze inquinanti dovuta a gestione scorretta dei rifiuti";"BONIFICA E RIPRISTINO AMBIENTALE; MESSA IN SICUREZZA PERMANENTE";"482181,0";"4957009,0";"2026-09-07T00:00:00.000Z";"CONCLUSO";"8.7748281";"44.7662506";"OK"
"ALESSANDRIA";"SPIGNO MONFERRATO";"515";"01-00515";"AL-00008";"Incidenti a pipe line";"VERIFICA IN CORSO";"445446,0";"4930022,0";"2026-09-07T00:00:00.000Z";"ATTIVO";"8.3135152";"44.5214594";"OK"
